STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2014,,293879.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2015,,304542.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2016,,311455.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2017,,317987.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2018,,322425.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2019,,329105.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2020,,333172.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2021,,339710.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2022,,346060.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",DE,Germany,2023,,374433.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2000,,36664.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2001,,39986.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2002,,46126.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2003,,52404.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2004,,60041.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2005,,69288.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2006,,79190.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2007,,92356.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2008,,98859.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2009,,97197.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2010,,109377.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2011,,115567.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2012,,118011.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2013,,122453.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2014,,121851.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2015,,119749.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2016,,121874.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2017,,124735.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2018,,129739.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2019,,133936.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2020,,134806.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2021,,138045.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2022,,146180.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",ES,Spain,2023,,159783.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2000,,32538.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2001,,26756.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2002,,28919.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2003,,31680.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2004,,34306.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2005,,35314.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2006,,40557.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2007,,45644.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2008,,46840.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2009,,37445.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2010,,35788.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2011,,36613.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2012,,31700.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2013,,33630.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2014,,35816.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2015,,36277.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2016,,37535.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2017,,41501.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2018,,45337.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2019,,46104.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2020,,47533.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2021,,50712.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2022,,61450.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",NL,Netherlands,2023,,75564.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2000,,8595.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2001,,8798.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2002,,9679.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2003,,10456.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2004,,10940.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2005,,11922.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2006,,12484.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2007,,13958.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2008,,14671.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2009,,15243.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2010,,16723.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2011,,16538.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2012,,17376.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2013,,18578.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2014,,18862.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2015,,19100.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2016,,20173.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2017,,21214.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2018,,22163.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2019,,23260.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2020,,23562.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2021,,24399.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2022,,25585.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",L,Real estate activities,B1G,"Value added, gross",PT,Portugal,2023,,24767.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2000,,189418.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2001,,195976.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2002,,200708.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2003,,205864.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2004,,214252.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2005,,224194.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2006,,237133.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2007,,251596.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2008,,260417.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2009,,254814.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2010,,261615.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2011,,274204.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2012,,281072.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2013,,285327.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2014,,293480.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2015,,303845.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2016,,315923.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2017,,326371.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2018,,341351.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2019,,352742.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2020,,340529.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2021,,362536.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2022,,402767.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",AT,Austria,2023,,429634.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2000,,1915279.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2001,,1977509.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2002,,2003527.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2003,,2015904.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2004,,2069017.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2005,,2095171.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2006,,2184869.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2007,,2275687.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2008,,2316889.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2009,,2223746.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2010,,2341162.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2011,,2451563.0,,,,,
